id,quran_ayas_id,quran_ayas_languages_code,number,text
ENAR1918,QA1918,ENAR,1918,So will He Who creates ever be like one who does not create? So do you not heed advice?
ENAR1919,QA1919,ENAR,1919,"And if you enumerate the favours of Allah, you will never be able to count them; indeed Allah is Oft Forgiving, Most Merciful."
ENAR1920,QA1920,ENAR,1920,And Allah knows what you conceal and what you disclose.
ENAR1921,QA1921,ENAR,1921,"And those whom they worship other than Allah, do not create anything but are themselves created."
ENAR1922,QA1922,ENAR,1922,"They are dead, not alive; and they do not know when will the people be raised."
ENAR1923,QA1923,ENAR,1923,Your God is One God; so those who do not believe in the Hereafter – their hearts deny and they are proud.
ENAR1924,QA1924,ENAR,1924,Certainly Allah knows what they hide and what they disclose; indeed He does not like the proud.
ENAR1925,QA1925,ENAR,1925,"And when it is said to them, “What has your Lord sent down?”, they say, “The tales of former people.”"
ENAR1926,QA1926,ENAR,1926,"In order to bear their full burdens on the Day of Resurrection, and some burdens of those whom they mislead with their ignorance; pay heed! What an evil burden they bear!"
ENAR1927,QA1927,ENAR,1927,"Indeed those before them had plotted, so Allah seized the foundations of their building, therefore the roof fell down upon them from a height, and the punishment came upon them from a place they did not know."
ENAR1928,QA1928,ENAR,1928,"Then on the Day of Resurrection He will disgrace them and proclaim, “Where are My partners, concerning whom you disputed”; the people of knowledge will say, “All disgrace and evil is upon the disbelievers this day.”"
ENAR1929,QA1929,ENAR,1929,"Those whose souls the angels remove whilst they were wronging themselves; so now they will plead “We never used to do any wrong”; ""Yes you did, why not? Indeed Allah well knows what you used to do."""
ENAR1930,QA1930,ENAR,1930,"“So now enter the gates of hell, remaining in it for ever”; so what an evil destination for the arrogant!"
ENAR1931,QA1931,ENAR,1931,"And it was said to the pious, “What has your Lord sent down?” They said, “Goodness”; for those who did good in this world is goodness, and the final home is the best; and indeed what an excellent final home for the pious."
ENAR1932,QA1932,ENAR,1932,"Everlasting Gardens of Eden which they will enter, beneath which rivers flow – in it they will get whatever they wish; this is how Allah rewards the pious."
ENAR1933,QA1933,ENAR,1933,"Those whose souls the angels remove in a state of purity, saying, “Peace be upon you – enter Paradise, the reward of your deeds.”"
ENAR1934,QA1934,ENAR,1934,"So what are they waiting for, except that the angels come upon them or that your Lord’s punishment comes? Those before them did exactly this; and Allah did not oppress them at all, but it is they who used to wrong themselves."
ENAR1935,QA1935,ENAR,1935,"So the evils of their deeds struck them, and what they used to mock at surrounded them."
ENAR1936,QA1936,ENAR,1936,"And the polytheists said, “Had Allah willed, we would not have worshipped anything besides Him – neither we nor our forefathers – and nor would we have forbidden anything, whilst being disassociated with Him”; those before them did exactly this; so what is (incumbent) upon the Noble Messengers, except to plainly convey (the message)?"
ENAR1937,QA1937,ENAR,1937,"And indeed We sent to every nation a Noble Messenger (proclaiming) that “Worship Allah and beware of the devil”; therefore Allah guided some of them, and error proved true upon some of them; therefore travel in the land and see what sort of fate befell the deniers!"
ENAR1938,QA1938,ENAR,1938,"If you (O dear Prophet Mohammed – peace and blessings be upon him) desire for their guidance, then indeed Allah does not guide one whom He misleads, and they do not have any aides."
ENAR1939,QA1939,ENAR,1939,"And they swore by Allah most vehemently in their oaths that, “Allah will not raise up the dead”; yes He will, why not? A true promise obligatory upon Him, but most men do not know."
ENAR1940,QA1940,ENAR,1940,"In order that He may make clear to them the matter in which they differed, and the disbelievers may realise that they were liars."
ENAR1941,QA1941,ENAR,1941,"And Our command for anything to occur, when We will it, is that We only say to it, “Be” – and it thereupon happens."
ENAR1942,QA1942,ENAR,1942,"And to those who migrated in Allah's cause after being oppressed, We shall indeed give them a good place in the world, and indeed the reward of the Hereafter is extremely great; if only the people knew!"
ENAR1943,QA1943,ENAR,1943,Those who patiently endured and who rely only upon Allah.
ENAR1944,QA1944,ENAR,1944,"And We did not send before you except men, towards whom We sent divine revelations – so O people, ask the people of knowledge if you do not know. (* All the Prophets were men.)"
ENAR1945,QA1945,ENAR,1945,"Along with clear proofs and writings; and We have sent down this Remembrance towards you (O dear Prophet Mohammed – peace and blessings be upon him) so that you may explain to mankind what has been revealed towards them, and that they may ponder."
ENAR1946,QA1946,ENAR,1946,"So do they who conspire evils, not fear that Allah may bury them in the earth, or that the punishment may come to them from a place they do not know?"
ENAR1947,QA1947,ENAR,1947,"Or that He may seize them while they move here and there, for they cannot escape?"
ENAR1948,QA1948,ENAR,1948,"Or that He may seize them whilst constantly ruining them? For indeed your Lord is Most Compassionate, Most Merciful."
ENAR1949,QA1949,ENAR,1949,"And have they not observed that the shadows of the things Allah has created incline to the right and to the left, in prostration to Allah, and that they are servile?"
ENAR1950,QA1950,ENAR,1950,"And to Allah only prostrates whatsoever is in the heavens and whatsoever moves in the earth, and the angels – and they are not proud."
ENAR1951,QA1951,ENAR,1951,"They bear upon themselves the fear of their Lord, and do only what they are commanded."
ENAR1952,QA1952,ENAR,1952,"And Allah has proclaimed, “Do not ascribe two Gods; indeed He is the only One God; therefore fear Me alone.”"
ENAR1953,QA1953,ENAR,1953,"And to Him only belongs all whatever is in the heavens and in the earth, and obeying Him only is obligatory; so will you fear anyone other than Allah?"
ENAR1954,QA1954,ENAR,1954,"And whatever blessings you have, are all from Allah – then whenever misfortune reaches you, towards Him only do you seek refuge."
ENAR1955,QA1955,ENAR,1955,"And then, when He averts the misfortune from you, a group among you starts ascribing partners to their Lord!"
ENAR1956,QA1956,ENAR,1956,In order to deny the favours We have given them; so enjoy a little; for you will soon come to know.
ENAR1957,QA1957,ENAR,1957,"And for things unknown, they assign a portion of the sustenance We have given them; by Allah – you will certainly be questioned regarding all that you used to fabricate."
ENAR1958,QA1958,ENAR,1958,And they assign daughters to Allah – Purity is to Him! – and assign for themselves what they wish.
ENAR1959,QA1959,ENAR,1959,"And when one among of them receives the glad tidings of a daughter, his face turns black for the day, and he remains seething."
ENAR1960,QA1960,ENAR,1960,"Hiding from the people because of the evil of the tidings; “Will he keep her with disgrace, or bury her beneath the earth?”; pay heed! Very evil is the judgement they impose!"
ENAR1961,QA1961,ENAR,1961,"Those who do not believe in the Hereafter, for them only is the evil state; and the Majesty of Allah is Supreme; and He only is the Most Honourable, the Wise."
ENAR1962,QA1962,ENAR,1962,"Were Allah to seize people on account of their injustices, He would not have left anyone walking on the earth, but He gives them respite up to an appointed promise; then when their promise comes they cannot go back one moment nor come forward."
ENAR1963,QA1963,ENAR,1963,"And they assign to Allah that which is abhorred by themselves, and their tongues speak the lies that goodness is for them; so it occurred that for them is the fire, and they have crossed the limits."
ENAR1964,QA1964,ENAR,1964,"By Allah, We indeed sent Noble Messengers to several nations before you, but Satan made their misdeeds appear good to them – so he only is their companion this day, and for them is a punishment, most painful."
ENAR1965,QA1965,ENAR,1965,"And We did not send down this Book towards you except for you to clearly explain to them the matters in which they may differ, and a guidance and a mercy for the believers."
ENAR1966,QA1966,ENAR,1966,And Allah sent down water from the sky and with it revived the earth after its death; indeed in this is a sign for people who keep ears*. (* That listen to the truth.)
ENAR1967,QA1967,ENAR,1967,"And indeed in cattle is a lesson for you; We provide you drink from what is in their bellies – pure milk from between the excretion and the blood, palatable for the drinkers."
ENAR1968,QA1968,ENAR,1968,"And from the fruits of date and grapes, for you make juices and good nourishment from them; indeed in this is a sign for people of intellect."
ENAR1969,QA1969,ENAR,1969,"And your Lord inspired the bee that, “Build homes in hills, and in trees, and in rooftops.”"
ENAR1970,QA1970,ENAR,1970,"“Then eat from all kinds of fruits, and tread the ways of your Lord which are soft and easy for you”; from their bellies comes a drink of various colours, in which is health for mankind; indeed in this is a sign for people who ponder."
ENAR1971,QA1971,ENAR,1971,"And Allah created you, and will then remove your souls; and among you is one who is sent back to the most lowly age, so knowing nothing after having had knowledge; indeed Allah knows everything, is Able to do all things."
ENAR1972,QA1972,ENAR,1972,"And Allah has made some among you superior above others in livelihood; so those to whom the superiority is given, will not return their livelihood to their slaves, so they may all become equal in this respect; so do they deny the favours of Allah?"
ENAR1973,QA1973,ENAR,1973,"And Allah has created for you wives of your own breed, and has given you from your wives, sons and grandsons, and has provided sustenance for you from good things; so do they believe in falsehood and deny the favours of Allah?"
ENAR1974,QA1974,ENAR,1974,"And they worship such besides Allah, who do not have power to provide them any sustenance from the heavens or the earth, nor can they do anything."
ENAR1975,QA1975,ENAR,1975,Therefore do not ascribe equals to Allah; indeed Allah knows whereas you do not know.
ENAR1976,QA1976,ENAR,1976,"Allah has illustrated an example – there is a slave, himself the property of another, not owning anything – and another one upon whom We have bestowed a good livelihood from Us, he therefore spends from it, secretly and publicly; will they be equal? All praise is to Allah; in fact, most of them do not know."
ENAR1977,QA1977,ENAR,1977,"And Allah has illustrated an example – two men – one of them dumb, unable to do anything, and he is a burden on his master – wherever his master sends him, he brings back no good; will he be equal to one who gives the command of justice and is on the Straight Path?"
ENAR1978,QA1978,ENAR,1978,"And for Allah only are the hidden things of the heavens and the earth, and the matter of Resurrection is not but like the batting of an eyelid – in fact closer than this; indeed Allah is Able to do all things."
ENAR1979,QA1979,ENAR,1979,"And Allah brought you forth from your mothers’ wombs, whilst you did not know anything* – and gave you ears and eyes and hearts, for you to be grateful. (* Prophet Mohammed and Prophet Jesus, among others, are exceptions to this rule – peace and blessings be upon them.)"
ENAR1980,QA1980,ENAR,1980,"Have they not seen the birds, subservient in the open skies? No one holds them up except Allah; indeed in this are signs for the people who believe."
ENAR1981,QA1981,ENAR,1981,"And Allah has given you houses for staying, and made some houses from the hides of animals, which are easy for you on your day of travel and on the day of stopover – and from their wool, and fur, and hair, some household items and utilities for a while."
ENAR1982,QA1982,ENAR,1982,"And Allah has provided you shade with the things He has created, and created for you refuge in the hills, and created some clothing for you to protect you from the heat, and some clothing to protect you during conflict; this is how He completes His favour upon you, so that you may obey."
ENAR1983,QA1983,ENAR,1983,"Then if they turn away, O dear Prophet, (Mohammed – peace and blessings be upon him) upon you is nothing but to clearly convey (the message)."
ENAR1984,QA1984,ENAR,1984,"They recognise the favour* of Allah and then deny it, and most of them are disbelievers. (* Prophet Mohammed (peace and blessings be upon him) and / or all the favours of Allah.)"
ENAR1985,QA1985,ENAR,1985,"And the day when We will raise up a witness from every nation – then there will be no leave for the disbelievers, nor will they be appeased."
ENAR1986,QA1986,ENAR,1986,"And when the unjust will see the punishment, from that time on it will not be lightened for them, nor will they get respite."
ENAR1987,QA1987,ENAR,1987,"And when the polytheists will see their ascribed partners, they will say, “Our Lord! These are our partners whom we used to worship besides You”; so they will strike back at them with the saying, “You are indeed liars!”"
ENAR1988,QA1988,ENAR,1988,"And on that day they will fall humbly before Allah, and they will lose all that they used to fabricate."
ENAR1989,QA1989,ENAR,1989,Those who disbelieved and prevented from the way of Allah – We added punishment upon the punishment – the recompense of their mischief.
ENAR1990,QA1990,ENAR,1990,"And the day when We will raise from every group, a witness from among them, in order to testify against them and will bring you O dear Prophet (Mohammed – peace and blessings be upon him) as a witness upon them all; and We have sent down this Qur’an upon you which is a clear explanation of all things, and a guidance and a mercy and glad tidings to the Muslims."
ENAR1991,QA1991,ENAR,1991,"Indeed Allah decrees the commands of justice and kindness, and of giving to relatives, and forbids from the shameful and evil and rebellion; He advises you so that you may pay heed."
ENAR1992,QA1992,ENAR,1992,"And fulfil the covenant of Allah when you have made the promise, and do not break your oaths after ratifying them, and you have made Allah a Guarantor over you; indeed Allah knows your deeds."
ENAR1993,QA1993,ENAR,1993,"And do not be like the woman broke her thread into bits after she had manufactured it; you make your oaths a phoney excuse between yourselves lest one nation may not be more than the other; Allah just tries you with it; and He will surely clarify for you on the Day of Resurrection, the matters in which you differed."
ENAR1994,QA1994,ENAR,1994,"Had Allah willed He would have made you all one nation, but He sends astray whomever He wills and guides whomever He wills; and you will certainly be questioned regarding your deeds."
ENAR1995,QA1995,ENAR,1995,"And do not make your oaths phoney excuses between yourselves, so that a foot may not slip after being steadfast and you may taste evil because you were preventing from Allah’s way; and lest you be severely punished."
ENAR1996,QA1996,ENAR,1996,"And do not exchange the covenant of Allah to procure an abject price; that which is with Allah is better for you, if you know."
ENAR1997,QA1997,ENAR,1997,"What you have will perish, and that which is with Allah will remain forever; and indeed We shall pay the patiently enduring a recompense which befits the best of their deeds."
ENAR1998,QA1998,ENAR,1998,"Whoever does good deeds – whether a male or female – and is a Muslim, We shall sustain him an excellent life, and shall certainly pay them a recompense which befits the best of their deeds."
ENAR1999,QA1999,ENAR,1999,"And when you recite the Qur’an, seek the refuge of Allah from Satan the outcast."
ENAR2000,QA2000,ENAR,2000,Indeed he has no power over the believers and who rely only upon their Lord.
ENAR2001,QA2001,ENAR,2001,Satan’s power is only over those who make friendship with him and ascribe him as a partner (in worship).
ENAR2002,QA2002,ENAR,2002,"And when We replace a verse* by another – and Allah well knows what He sends down – the disbelievers say, “You are just fabricating”; in fact most of them do not know. (* The command of one verse by another.)"
ENAR2003,QA2003,ENAR,2003,"Proclaim, “The Holy Spirit* has rightly brought it down from your Lord, to make the believers steadfast, and a guidance and glad tidings for the Muslims.” (* Angel Jibreel – peace and blessings be upon him.)"
ENAR2004,QA2004,ENAR,2004,"And indeed We know that they say, “This Qur’an is being taught by some other man”; the one they refer to speaks a foreign language, whereas this is clear Arabic!"
ENAR2005,QA2005,ENAR,2005,"Those who disbelieve in the signs of Allah – Allah does not guide them, and for them is a punishment, most painful."
ENAR2006,QA2006,ENAR,2006,Only those who do not believe in Allah’s signs attribute lies and fabrications; and they themselves are liars.
ENAR2007,QA2007,ENAR,2007,"The one who disbelieves in Allah after accepting faith – except him who is forced to and whose heart is still firmly upon faith – but whoever is wholeheartedly a disbeliever, upon them is the wrath of Allah; and for them is a great punishment."
ENAR2008,QA2008,ENAR,2008,This is because the worldly life was dearer to them than the Hereafter; and because Allah does not guide such disbelieving people.
ENAR2009,QA2009,ENAR,2009,"These are the ones whose hearts, ears, and eyes Allah has sealed; and they are the neglectful."
ENAR2010,QA2010,ENAR,2010,So it occurred that they are the losers in the Hereafter.
ENAR2011,QA2011,ENAR,2011,"Then indeed your Lord – for those who migrated after they had been oppressed, and then fought and remained patient – indeed your Lord is then, surely, Oft Forgiving, Most Merciful."
ENAR2012,QA2012,ENAR,2012,"The day when every soul will come quarrelling against itself, and every soul will be fully repaid for what it did, and they will not be wronged."
ENAR2013,QA2013,ENAR,2013,"And Allah has illustrated an example of a township – which dwelt in peace and security, its provisions coming in abundance from every side – in response the township started being ungrateful of Allah’s favours, therefore Allah made it taste the punishment by covering it with a cloak of starvation and fear, on account of their deeds."
ENAR2014,QA2014,ENAR,2014,"And indeed a Noble Messenger came to them from among them – in response they denied him, and therefore the punishment seized them, and they were unjust."
ENAR2015,QA2015,ENAR,2015,"Therefore eat the lawful and good sustenance Allah has provided you, and be grateful for the blessings of your Lord, if you worship Him."
ENAR2016,QA2016,ENAR,2016,"Only these are forbidden for you – the carrion, and blood, and flesh of swine, and that which has been slaughtered while proclaiming the name of any other besides Allah; so one who is compelled and does not eat out of desire, nor more than what is necessary, then indeed Allah is Oft Forgiving, Most Merciful."
ENAR2017,QA2017,ENAR,2017,"And do not say – the lie which your tongues speak – “This is lawful, and this is forbidden” in order to fabricate a lie against Allah; indeed those who fabricate lies against Allah will never prosper."
ENAR2018,QA2018,ENAR,2018,"A little enjoyment – and for them is a punishment, most painful."
ENAR2019,QA2019,ENAR,2019,"And especially for the Jews We forbade which We related to you earlier; and We did not oppress them, but it is they who wronged themselves."
ENAR2020,QA2020,ENAR,2020,"Then indeed your Lord – for those who unwittingly commit evil and then repent and reform themselves – indeed your Lord is then, surely, Oft Forgiving, Most Merciful."
ENAR2021,QA2021,ENAR,2021,"Indeed Ibrahim was a leader, obedient to Allah, and detached from all; and he was not a polytheist."
ENAR2022,QA2022,ENAR,2022,Grateful for His blessings; Allah chose him and guided him to the Straight Path.
ENAR2023,QA2023,ENAR,2023,And We gave him goodness in this world; and indeed in the Hereafter he is worthy of proximity.
ENAR2024,QA2024,ENAR,2024,"And then We sent you (O dear Prophet Mohammed – peace and blessings be upon him) the divine revelation that, “Follow the religion of Ibrahim, who was free from all falsehood; and was not a polytheist.”"
ENAR2025,QA2025,ENAR,2025,The Sabbath was made obligatory only upon those who differed in it; and indeed your Lord will judge between them on the Day of Resurrection concerning the matter in which they differed.
ENAR2026,QA2026,ENAR,2026,"Call towards the path of your Lord with sound planning and good advice, and debate with them in the best possible way; indeed your Lord well knows him who has strayed from His path, and He well knows the guided."
ENAR2027,QA2027,ENAR,2027,"And if you mete out punishment, then punish similarly as you were afflicted; and if you patiently endure, then indeed patience is better for the patiently enduring."
ENAR2028,QA2028,ENAR,2028,"And O dear Prophet (Mohammed – peace and blessings be upon him) patiently endure – and your patience is only due to the guidance of Allah – and do not grieve for them, and do not be disheartened by their deceits."
ENAR2029,QA2029,ENAR,2029,Indeed Allah is with the pious and the virtuous.
ENAR2030,QA2030,ENAR,2030,"Purity is to Him Who took His bondman in a part of the night from the Sacred Mosque to the Aqsa Mosque around which We have placed blessings, in order that We may show him Our great signs; indeed he is the listener, the beholder. (This verse refers to the physical journey of Prophet Mohammed – peace and blessings be upon him – to Al Aqsa Mosque and from there to the heavens and beyond. The entire journey back to Mecca was completed within a small part of the night.)"
ENAR2031,QA2031,ENAR,2031,"And We gave Moosa the Book, and made it a guidance for the Descendants of Israel that, “Do not appoint anyone as a Trustee besides Me.”"
ENAR2032,QA2032,ENAR,2032,The descendants of those whom We boarded along with Nooh; he was indeed a grateful bondman.
ENAR2033,QA2033,ENAR,2033,"And We decreed for the Descendants of Israel in the Book that, “You will indeed create great turmoil in the earth twice, and you will surely become very proud.”"
ENAR2034,QA2034,ENAR,2034,"So when the first of those promises came, We sent upon you Our extremely militant bondmen – they therefore entered the cities pursuing you; and this was a promise that had to be fulfilled."
ENAR2035,QA2035,ENAR,2035,"We then reversed your attack upon them, and aided you with wealth and sons and increased your numbers."
ENAR2036,QA2036,ENAR,2036,"If you do good deeds, you will for your own good – and if you commit evil, it is for yourself; therefore when the second of those promises came – so the enemy maim your faces, and enter the mosque as they had entered it the first time, and destroy until they ruin all they could capture."
ENAR2037,QA2037,ENAR,2037,"It is likely that your Lord may have mercy on you; and if you repeat the mischief, We will repeat the punishment; and We have made hell a prison for the disbelievers."
ENAR2038,QA2038,ENAR,2038,"Indeed this Qur’an guides to the most Straight Path, and gives glad tidings to the believers who do good deeds, that for them is a great reward."
ENAR2039,QA2039,ENAR,2039,"And those who do not believe in the Hereafter – We have kept prepared for them a punishment, most painful."
ENAR2040,QA2040,ENAR,2040,And man prays for evil like the way he seeks goodness; and man is very hasty.
ENAR2041,QA2041,ENAR,2041,"And We created the night and the day as two signs – We therefore kept the sign of the night indistinct, and the sign of the day visible – so that you may seek the munificence of your Lord, and know the calculation of the years, and the accounting; and We have explained all things in detail, distinctively."
ENAR2042,QA2042,ENAR,2042,"And We have attached the destiny of every man to his neck; and We shall bring forth a register for him on the Day of Resurrection, which he will find open."
ENAR2043,QA2043,ENAR,2043,"It will be said, “Read your ledger; this day you are sufficient to take your own account.”"
ENAR2044,QA2044,ENAR,2044,"Whoever came to guidance, has come for his own good; and whoever went astray, has strayed for his own ruin; and no burdened soul will bear another’s burden; and We never punish until We have sent a Noble Messenger."
ENAR2045,QA2045,ENAR,2045,"And when We will to destroy a township We send the commands to its prosperous people, thereupon they do not obey them, and so the Word is proved upon it – We therefore destroy and ruin it."
ENAR2046,QA2046,ENAR,2046,"And many a generation We did destroy after Nooh! And Allah is Sufficient, Aware of the sins of His bondmen, the Beholder."
ENAR2047,QA2047,ENAR,2047,"Whoever desires this fleeting one, We may give him quickly – whatever We will, to whomever We will; and then assign hell for him; for him to enter it condemned, pushed around."
ENAR2048,QA2048,ENAR,2048,"And whoever desires the Hereafter and strives for it accordingly, and is a believer – so only their effort has borne fruit."
ENAR2049,QA2049,ENAR,2049,"We provide help to all – to these and to those, by the bestowal of your Lord; and there is no constraint on the bestowal of your Lord."
ENAR2050,QA2050,ENAR,2050,Observe how We have given superiority to some over others; and indeed the Hereafter is the greatest in rank and the highest in excellence.
ENAR2051,QA2051,ENAR,2051,"O listener, do not set up another God with Allah, for you will then remain seated condemned, helpless."
ENAR2052,QA2052,ENAR,2052,"And your Lord has ordained that you do not worship anyone except Him, and treat your parents with kindness; if either of them or both reach old age in your presence, do not say “Uff”* to them and do not rebuff them, and speak to them with the utmost respect. (* Any expression of disgust.)"
ENAR2053,QA2053,ENAR,2053,"And lower your wing humbly for them, with mercy, and pray, “My Lord! Have mercy on them both, the way they nursed me when I was young.”"
ENAR2054,QA2054,ENAR,2054,"Your Lord is Well Aware of what is in your hearts; if you are worthy, then indeed He is Oft Forgiving for those who repent."
ENAR2055,QA2055,ENAR,2055,"And give the relatives their rights, and to the needy, and to the traveller; and do not waste needlessly."
ENAR2056,QA2056,ENAR,2056,Indeed those who needlessly waste are brothers of the devils; and the devil is very ungrateful to his Lord.
ENAR2057,QA2057,ENAR,2057,"And if you turn away from these*, expecting the mercy of your Lord, for which you hope, then speak to them an easy word. (* The companions of the Holy Prophet, who sought his assistance.)"
ENAR2058,QA2058,ENAR,2058,"And do not keep your hand tied to your neck nor open it completely, lest you remain seated – reproached, weary."
ENAR2059,QA2059,ENAR,2059,"Indeed your Lord eases the livelihood and restricts it, for whomever He wills; He Well Knows, Beholds His bondmen."
ENAR2060,QA2060,ENAR,2060,"And do not kill your children, fearing poverty; We shall provide sustenance to them as well as to you; indeed killing them is a great mistake."
ENAR2061,QA2061,ENAR,2061,And do not approach adultery – it is indeed a shameful deed; and a very evil way.
ENAR2062,QA2062,ENAR,2062,"And do not wrongfully kill any living being which Allah has forbidden; and for whoever is slain wrongfully, We have given the authority to his heir, so he should not cross limits in slaying; he will surely be helped."
ENAR2063,QA2063,ENAR,2063,"And do not approach the wealth of the orphan except in the best possible way, till he reaches adulthood; and fulfil the promise; indeed the promise will be asked about."
ENAR2064,QA2064,ENAR,2064,"And correctly measure when you measure, and weigh correctly with the scales; this is better, and has a better outcome."
ENAR2065,QA2065,ENAR,2065,"And do not pursue the matter you do not have the knowledge of; indeed the ear, and the eye, and the heart – each of these will be questioned."
ENAR2066,QA2066,ENAR,2066,"And do not walk haughtily on the earth; you can never split the earth, nor be as high as the hills."
ENAR2067,QA2067,ENAR,2067,"Of all this related before, the evil among it is disliked by your Lord."
ENAR2068,QA2068,ENAR,2068,"This is part of the divine revelations of wisdom that your Lord has sent down to you (O dear Prophet Mohammed – peace and blessings be upon him); and O listener, do not set up another God with Allah, for you will then be thrown into hell – rebuked, rebuffed."
ENAR2069,QA2069,ENAR,2069,"Has your Lord chosen sons for you, and created daughters for Himself from among the angels? Indeed you utter a profound word!"
ENAR2070,QA2070,ENAR,2070,"And We have explained in this Qur’an in various ways, for them to understand; and it increases nothing except their hatred towards it."
ENAR2071,QA2071,ENAR,2071,"Proclaim (O dear Prophet Mohammed – peace and blessings be upon him), “If there were other Gods besides Him” – as they utter – “then they would have certainly found a way towards* the Owner of the Throne!”. (* To fight against Him.)"
ENAR2072,QA2072,ENAR,2072,"Purity and Supremacy are to Him from what they utter, a Great Supremacy!"
ENAR2073,QA2073,ENAR,2073,"The seven heavens and the earth and all those in them say His Purity; and there is not a thing that does not proclaim His purity with praise, but you do not understand their proclamation of purity; indeed He is Most Forbearing, Oft Forgiving."
ENAR2074,QA2074,ENAR,2074,"And when you read the Qur’an O dear Prophet (Mohammed – peace and blessings upon him), We created an invisible barrier between you and those who do not believe in the Hereafter."
ENAR2075,QA2075,ENAR,2075,"And We placed covers upon their hearts so they may not understand it, and deafness in their ears; and when you mention your Only Lord in the Qur’an, they flee turning their backs in hatred."
ENAR2076,QA2076,ENAR,2076,"We know well why they listen when they lend ears to you, and when they discuss among themselves, when the unjust say, “You have not followed except a man who is under a magic spell.”"
ENAR2077,QA2077,ENAR,2077,"See the kind of examples they invent for you! They therefore strayed, so cannot find a path."
ENAR2078,QA2078,ENAR,2078,"And they say, “When we have become bones and decomposed, will we really be raised up anew?”"
ENAR2079,QA2079,ENAR,2079,"Proclaim, “Become stones or iron.”"
ENAR2080,QA2080,ENAR,2080,"“Or some other creation which you deem great”; so they will now say, “Who will create us again?”; proclaim, “He Who created you for the first time”; so now they will mockingly shake their heads at you, and question, “When is this going to occur?”; say, “It could perhaps be soon.”"
ENAR2081,QA2081,ENAR,2081,"“The day when He will call you and you will come praising Him, thinking you have stayed only a little.”"
ENAR2082,QA2082,ENAR,2082,And tell My bondmen to speak that which is the best; undoubtedly Satan sows discord among them; indeed Satan is man’s open enemy.
ENAR2083,QA2083,ENAR,2083,"Your Lord knows you well; if He wills He may have mercy upon you, or if He wills, He may punish you; and We have not sent you (O dear Prophet Mohammed – peace and blessings be upon him) as a guardian over them."
ENAR2084,QA2084,ENAR,2084,"And your Lord knows well all those who are in the heavens and the earth; and indeed among the Prophets We gave excellence to some above others, and We gave the Zaboor to Dawud."
ENAR2085,QA2085,ENAR,2085,"Proclaim, “Call upon those whom you assume besides Allah – so they do not have any power to relieve the misfortune from you nor to avert it.”"
ENAR2086,QA2086,ENAR,2086,"The devoted bondmen whom these disbelievers worship, themselves seek the means of proximity from their Lord, that who among them is the closest (to his Lord), and hope for His mercy and fear His punishment; indeed the punishment of your Lord is to be feared."
ENAR2087,QA2087,ENAR,2087,"And there is no such dwelling but which We shall destroy before the Day of Resurrection, or punish it severely; this is written in the Book."
ENAR2088,QA2088,ENAR,2088,"And We remained constrained from sending such signs, because the former people denied them; and We gave the Thamud the she-camel for enlightenment, so they oppressed it; and We do not send such signs except to warn."
ENAR2089,QA2089,ENAR,2089,"And when We proclaimed to you, “Indeed all mankind is within the control of your Lord”; and We did not create the spectacle* which We showed you except to try mankind, and the Tree** which is cursed in the Qur’an; and We warn them – so nothing increases for them except extreme rebellion. (* The Ascent of the Holy Prophet to the heavens and beyond, which the disbelievers denied as just a dream. ** The Zakkum tree which will grow in hell and be the food for its inhabitants.)"
ENAR2090,QA2090,ENAR,2090,"And recall when We ordered the angels that, “Prostrate before Adam” – so they all prostrated except Iblis; he said, “Shall I prostrate before one whom You have created from clay?”"
ENAR2091,QA2091,ENAR,2091,"He said, “Behold this* – the one whom You have honoured above me – if You give me respite till the Day of Resurrection, I will surely crush his descendants, except a few.” (* Prophet Adam.)"
ENAR2092,QA2092,ENAR,2092,"He said, “Be gone – therefore whoever among them follows you – so hell is the recompense for you all, a sufficient punishment.”"
ENAR2093,QA2093,ENAR,2093,"“And mislead those whom you can among them with your voice, and raise an army against them with your cavalry and infantry, and be their partner in wealth and children, and give them promises”; and Satan does not promise them except with deception."
ENAR2094,QA2094,ENAR,2094,“Indeed My bondmen* – you do not have any power over them”; and your Lord is Sufficient as a Trustee. (* The chosen virtuous bondmen)
ENAR2095,QA2095,ENAR,2095,"Your Lord is He Who sails the ship upon the seas for you, so that you may seek His munificence; indeed He is Most Merciful upon you."
ENAR2096,QA2096,ENAR,2096,"And when calamity strikes you upon the sea, all those whom you worship are lost, except Him; then when He rescues you towards land, you turn away; and man is extremely ungrateful."
ENAR2097,QA2097,ENAR,2097,"Are you unafraid that He may bury an edge of the same land along with you, or send a shower of stones upon you, and you find no supporter for yourselves?"
ENAR2098,QA2098,ENAR,2098,"Or are you unafraid that He may again take you back to the sea, then send against you a ship-breaking gust of wind, therefore drowning you because of your disbelief – then you may not find for yourself anyone to come after Us for this?"
ENAR2099,QA2099,ENAR,2099,"Indeed We have honoured the Descendants of Adam and transported them over land and sea, and gave them good things as sustenance, and made them better than most of Our creation."
ENAR2100,QA2100,ENAR,2100,On the day when We shall summon every group along with its leader; so whoever is given his register in his right hand – these will read their accounts and their rights will not be suppressed even a thread. (* They will be given the full reward.)
ENAR2101,QA2101,ENAR,2101,"Whoever is blind* in this life will be blind in the Hereafter, and even more astray. (* To the truth – disbelieving.)"
