id,quran_ayas_id,quran_ayas_languages_code,number,text
ENAA1741,QA1741,ENAA,1741,For them is punishment in this world; and the punishment of the world to come is far more severe. They will have no one to save them from God.
ENAA1742,QA1742,ENAA,1742,"The likeness of Paradise promised the pious and devout is (of a garden) with streams of rippling water, everlasting fruits and shade. This is the recompense of those who keep away from evil; but the recompense of those who deny the truth is Hell."
ENAA1743,QA1743,ENAA,1743,"Those to whom We have given the Scriptures rejoice in what We have sent down to you; but some of their factions reject some of it. Tell them: ""I am commanded to worship only God, and not to associate compeers with Him. To Him I call you, and to Him is the destination."""
ENAA1744,QA1744,ENAA,1744,"That is how We have sent down this (Qur'an) as a code of clear judgement. But if you follow their caprices, now that you have been given knowledge, you will have no friend or protector against God."
ENAA1745,QA1745,ENAA,1745,"We sent many apostles before you, and bestowed on them wives and children, but it was not for any apostle to come up with a miracle unless by the leave of God. For every age there is a law."
ENAA1746,QA1746,ENAA,1746,"God abrogates or confirms whatsoever He will, for He has with Him the Book of Books."
ENAA1747,QA1747,ENAA,1747,"Whether We allow you to see (the punishment) We have promised them, or end your life before (its execution), it is certainly for you to convey the message; the reckoning is for Us to do."
ENAA1748,QA1748,ENAA,1748,Do they not see Us advancing from all sides into their land and reducing its frontiers? It is for God to judge; and there is none to reverse His judgement. He is swift at reckoning.
ENAA1749,QA1749,ENAA,1749,"Surely those who had gone before them had also plotted; but God's is all the planning, for He has knowledge of what each does. The unbelievers will soon learn for whom is the guerdon of Paradise."
ENAA1750,QA1750,ENAA,1750,"Yet those who are disbelievers say: ""You are not the apostle sent (by God)."" Tell them: ""God is sufficient as witness between me and you, and he who has knowledge of the Book."""
ENAA1751,QA1751,ENAA,1751,"ALIF LAM RA. A Book We have sent down to you that you may lead men out of darkness into light, by their Lord's command, to the path of the mighty, the worthy of praise."
ENAA1752,QA1752,ENAA,1752,"God, to whom belongs all there is in the heavens and the earth. Woe to the unbelievers for the terrible punishment (that awaits)."
ENAA1753,QA1753,ENAA,1753,"Those who hold the life of this world dearer than that of the next, who obstruct the path of God and seek obliquity in it, have wandered far into error."
ENAA1754,QA1754,ENAA,1754,"We never sent a messenger who did not speak the tongue of his people, that he may explain to them distinctly. God leads whosoever He wills astray, and shows whoever He wills the way: He is all-mighty and all-wise."
ENAA1755,QA1755,ENAA,1755,"Remember when We sent Moses with Our signs (We said): ""Bring your people out of darkness into light, and remind them of the visitations of God. Indeed there are signs in this for every steadfast, thankful soul"""
ENAA1756,QA1756,ENAA,1756,"So Moses said to his people: ""Remember the favours of God when He saved you from the people of Pharaoh who afflicted you with oppression, slaying your sons but keeping alive your women, which was a great trial from your Lord."""
ENAA1757,QA1757,ENAA,1757,"Remember, your Lord proclaimed: ""I shall give you more if you are grateful; but if you are thankless then surely My punishment is very great."""
ENAA1758,QA1758,ENAA,1758,"And Moses said: ""What if you and all the people of the world deny, God is unconcerned and worthy of praise."""
ENAA1759,QA1759,ENAA,1759,"Has not the news of those before you, the people of Noah and 'Ad and Thamud, and those who came after them, come to you? None knows (about) them except God. Their apostles came to them with clear proofs, but they tried to silence them and said: ""We do not believe in what you have been sent with, and we are in doubt of what you call us to, about which we are in disquiet.'"
ENAA1760,QA1760,ENAA,1760,"Said their apostles: ""Can there be doubt about God, the originator of the heavens and the earth? He calls you to forgive some of your sins, and give you respite for a time ordained."" They said: ""You are only men like us, and yet you wish to turn us away from what our fathers worshipped. Bring to us then a clear proof."""
ENAA1761,QA1761,ENAA,1761,"Their apostles said to them: ""Indeed we are men like you, but God bestows His favours on whomsoever He wills among His creatures. It is not in our power to bring a miracle for you without the leave of God. The believers should only place their trust in God."
ENAA1762,QA1762,ENAA,1762,"And why should we not repose our trust in God when He has shown us our paths of duty to Him? We shall bear with fortitude the hardships you inflict upon us. The trusting place their trust in God."""
ENAA1763,QA1763,ENAA,1763,"The unbelievers said to their apostles: ""We shall drive you out of our land, or else you come back to our fold."" Their Lord then communicated to them: ""We shall annihilate these wicked people,"
ENAA1764,QA1764,ENAA,1764,"And establish you in their place. This is for him who fears My station, and dreads My commination."""
ENAA1765,QA1765,ENAA,1765,"Then (the apostles) asked of God's assistance, and every arrogant tyrant was frustrated:"
ENAA1766,QA1766,ENAA,1766,"Before him is Hell, and he will get putrid liquid to drink."
ENAA1767,QA1767,ENAA,1767,"He will sip it, yet will not be able to gulp it down. Death will crowd in upon him from every side, but die he will not. A terrible torment trails him."
ENAA1768,QA1768,ENAA,1768,"Like ashes are the deeds of those who deny their Lord, which the wind blows away on a windy day. They shall have no power over what they earned. This is the farthest limit of going astray."
ENAA1769,QA1769,ENAA,1769,Do you not see that God has created the heavens and the earth with ultimate reason? If He so wills He could take you away from the earth and raise a new creation (in your place).
ENAA1770,QA1770,ENAA,1770,This is well within the power of God.
ENAA1771,QA1771,ENAA,1771,"When they will all appear before God together, the weak will say to those who were arrogant: ""We were your followers, so can you now save us a little from God's punishment?"" They will say: ""If we had been guided by God we would surely have shown you the way. To lament or endure is all the same to us now. No getting away is there for us."""
ENAA1772,QA1772,ENAA,1772,"When the reckoning is over Satan will say: ""The promise that was made to you by God was indeed a true promise; but I went back on the promise I had made, for I had no power over you except to call you; and you responded to my call. So blame me not, but blame yourselves. Neither can I help you nor can you give me help. I disavow your having associated me earlier (with God). The punishment for those who are wicked is painful indeed."""
ENAA1773,QA1773,ENAA,1773,"Those who believed and did the right, will be admitted to gardens with rivers flowing by, where they will abide by the leave of their Lord, with 'Peace' as their salutation."
ENAA1774,QA1774,ENAA,1774,"Do you not see how God compares a noble act to a healthy tree whose roots are firm and branches in the sky, which yields"
ENAA1775,QA1775,ENAA,1775,"By the leave of its Lord its fruit in all seasons, God presents words of wisdom to men that they might reflect."
ENAA1776,QA1776,ENAA,1776,An evil act is like a rotten tree torn out of the earth with no (base or) firmness.
ENAA1777,QA1777,ENAA,1777,"With immutuble words God makes the faithful dauntless in the life of the world and the life to come, but leads the unjust into error, for God does as He pleases."
ENAA1778,QA1778,ENAA,1778,"Have you not looked at those who repaid God's favours with ingratitude; who pulled their people down to ruin,"
ENAA1779,QA1779,ENAA,1779,"Hell, where they will roast in the fire? And what an evil repository!"
ENAA1780,QA1780,ENAA,1780,"They have appointed equals of God to mislead people from His path. Tell them: ""Enjoy yourselves (so long as you may). In the end you have to go to Hell."""
ENAA1781,QA1781,ENAA,1781,"Tell those of My creatures who believe: ""Observe your devotional obligations and give of what We have given you in charity, secretly or openly, before the Day arrives when there will be no buying or selling or befriending."""
ENAA1782,QA1782,ENAA,1782,"It is God who created the heavens and the earth, and sent down rain from the sky producing fruits for your food thereby, and made you master of the ships that ply in the oceans by His command, subjected the rivers to your control,"
ENAA1783,QA1783,ENAA,1783,And subjugated the sun and moon for you so that they perform their tasks diligently; and subdued the night and day for your service.
ENAA1784,QA1784,ENAA,1784,"He gave you whatsoever you asked. If you try to count the favours of God you will not be able to calculate. Man is most unjust indeed, full of ingratitude."
ENAA1785,QA1785,ENAA,1785,"Remember when Abraham prayed: ""O Lord, make this a city of peace, and preserve me and my progeny from worshipping idols:"
ENAA1786,QA1786,ENAA,1786,"Many a man have they led astray, O Lord. So he who follows me is truly of me; but as for him who disobeys me, surely You are forgiving and kind."
ENAA1787,QA1787,ENAA,1787,"I have settled some of my children, O Lord, in a barren valley near Your sacred House, so that, O our Lord, they may be constant in devotion. So put in the hearts of men some kindness for them, and provide fruits for them: They may haply be grateful."
ENAA1788,QA1788,ENAA,1788,"O Lord, You have knowledge of what we hide and what we reveal, for nothing on the earth or in the skies is hidden from God."
ENAA1789,QA1789,ENAA,1789,All praise be to God who bestowed on me Ishmael and Isaac in old age. Verily my Lord listens to prayer.
ENAA1790,QA1790,ENAA,1790,"Grant, O Lord, that I and my offspring may remain constant in devotion. Grant, O Lord, my supplication."
ENAA1791,QA1791,ENAA,1791,"O Lord, forgive me, my parents and the faithful on the Day the reckoning is done."""
ENAA1792,QA1792,ENAA,1792,"Think not God is oblivious of the deeds of the wicked. He has only allowed them respite till the Day on which all eyes would stare aghast,"
ENAA1793,QA1793,ENAA,1793,"(And) they would hasten forward, heads lifted upwards, gazes fixed, and emptied out their hearts."
ENAA1794,QA1794,ENAA,1794,"Warn the people of that Day when the punishment would be inflicted upon them. Then will the wicked say: ""O our Lord, give us respite a while more. We shall heed Your call and follow the apostles."" (But they will be told,): ""Are you not those who used to swear: 'There is no reverse for us?'"
ENAA1795,QA1795,ENAA,1795,"Yet you dwelt in the dwellings of those who had exceeded themselves, and it was evident to you how We had dealt with them; and We held out examples before you."""
ENAA1796,QA1796,ENAA,1796,"Still they are plotting their plots, but evident are their plots to God, even though they are so adroit as to make the mountains move."
ENAA1797,QA1797,ENAA,1797,"Think not that God would go back on His promise (made) to the apostles. Indeed God is mighty, the Lord of retribution."
ENAA1798,QA1798,ENAA,1798,"The day when the earth will he replaced by some other than the earth, as will be the skies, and every one will appear before God the one and omnipotent,"
ENAA1799,QA1799,ENAA,1799,You will see the wicked on that day bound together in chains.
ENAA1800,QA1800,ENAA,1800,"Of molten pitch shall be their garments, their faces covered with flames,"
ENAA1801,QA1801,ENAA,1801,That God may reward each soul for its deeds. Indeed God is swift at reckoning!
ENAA1802,QA1802,ENAA,1802,"This is a message for mankind that they may take a warning from it, and may know that He is the one and only God, and that men of wisdom may reflect."
ENAA1803,QA1803,ENAA,1803,ALIF LAM RA. These are the verses of the Book and the perspicuous oration.
ENAA1804,QA1804,ENAA,1804,The unbelievers would haply like to wish that they had submitted (and become Muslim).
ENAA1805,QA1805,ENAA,1805,"Leave them to feast and revel, beguiled by hope; they will come to know soon."
ENAA1806,QA1806,ENAA,1806,Not one habitation have We destroyed but at the time determined for it.
ENAA1807,QA1807,ENAA,1807,No people can hasten or delay the term already fixed for them.
ENAA1808,QA1808,ENAA,1808,"And yet they say: ""You, to whom this Exposition has been sent are surely possessed of the Devil."
ENAA1809,QA1809,ENAA,1809,"If you are a man of truth, why can't you bring the angels to us?"""
ENAA1810,QA1810,ENAA,1810,"But then We never send the angels down save with the purpose (of enforcing their doom), after which they will not be given more respite."
ENAA1811,QA1811,ENAA,1811,"We have sent down this Exposition, and We will guard it."
ENAA1812,QA1812,ENAA,1812,We had also sent apostles to people of earlier persuasions.
ENAA1813,QA1813,ENAA,1813,But never once an apostle came to them at whom they did not scoff.
ENAA1814,QA1814,ENAA,1814,We place in the hearts of sinners (disbelief).
ENAA1815,QA1815,ENAA,1815,"So, they will not believe in it: The example of former people is there."
ENAA1816,QA1816,ENAA,1816,"Even if We open a door in the heavens and they ascend through it in broad daylight,"
ENAA1817,QA1817,ENAA,1817,"They will say all the same: ""Our eyes were dazed (and clouded over). We were a people ensorcelled."""
ENAA1818,QA1818,ENAA,1818,"We have placed the signs of the Zodiac in the sky, and decked it out for those who can see;"
ENAA1819,QA1819,ENAA,1819,"And We have preserved it from every accursed devil,"
ENAA1820,QA1820,ENAA,1820,"Except the ones who listen on the sly, yet they are chased away by a shooting flame."
ENAA1821,QA1821,ENAA,1821,"We stretched the earth and placed upon it firm stabilisers, and made all things grow upon it balanced evenly."
ENAA1822,QA1822,ENAA,1822,"We have provided on it sustenance for you, and for those you cannot provide."
ENAA1823,QA1823,ENAA,1823,"Of all things there are We have the stores, and send them down in determined measure."
ENAA1824,QA1824,ENAA,1824,"We send rain-impregnated winds, and water from the sky which you drink, but you are not the keepers of its store."
ENAA1825,QA1825,ENAA,1825,"It is We who give life and We who give death, and We are the One who will abide."
ENAA1826,QA1826,ENAA,1826,We surely know those of you who go forward and those of you who lag behind.
ENAA1827,QA1827,ENAA,1827,Your Lord will surely gather them together: Certainly He is all-wise and all-knowing.
ENAA1828,QA1828,ENAA,1828,"Man We fashioned from fermented clay dried tingling hard,"
ENAA1829,QA1829,ENAA,1829,As We fashioned jinns before from intense radiated heat.
ENAA1830,QA1830,ENAA,1830,"But when your Lord said to the angels: ""I am verily going to create a human being from fermented clay dried tingling hard;"
ENAA1831,QA1831,ENAA,1831,"And when I have fashioned him and breathed into him of My spirit, bow before him in homage;"""
ENAA1832,QA1832,ENAA,1832,The angels bowed in homage in a body
ENAA1833,QA1833,ENAA,1833,Except Iblis. He refused to bow with the adorers.
ENAA1834,QA1834,ENAA,1834,"""How is it, O Iblis,"" said (the Lord), ""you did not join those who bowed in homage?"""
ENAA1835,QA1835,ENAA,1835,"""How could I bow,"" said he, ""before a mortal whom You created from fermented clay dried tingling hard?"""
ENAA1836,QA1836,ENAA,1836,"""Go hence, execrable,"" (said the Lord), ""from this place,"
ENAA1837,QA1837,ENAA,1837,"Condemned till the day of Doom!"""
ENAA1838,QA1838,ENAA,1838,"""O my Lord,"" said he, ""give me respite till the day the dead are raised."""
ENAA1839,QA1839,ENAA,1839,"""You are among the reprieved,"" (said the Lord),"
ENAA1840,QA1840,ENAA,1840,"""Till the predetermined time."""
ENAA1841,QA1841,ENAA,1841,"""O my Lord,"" he said, ""since You have led me into error I'll beguile them with the pleasures of the world and lead them astray,"
ENAA1842,QA1842,ENAA,1842,"Except the chosen ones among Your creatures."""
ENAA1843,QA1843,ENAA,1843,"(To which God) said: ""This way is right by Me."
ENAA1844,QA1844,ENAA,1844,"No power shall you have over (all) My creatures except those who fall into error and follow you,"
ENAA1845,QA1845,ENAA,1845,"For whom the ordained place is surely Hell,"
ENAA1846,QA1846,ENAA,1846,"Which has several gates, and each gate is marked for every section of them."""
ENAA1847,QA1847,ENAA,1847,Verily those who keep away from evil and follow the straight path shall be in the midst of gardens and springs of water.
ENAA1848,QA1848,ENAA,1848,"""Enter in peace and tranquility,"" (they will be told)."
ENAA1849,QA1849,ENAA,1849,We shall cast out any grudge they may have in their hearts. (There) they will sit on couches face to face like brothers together.
ENAA1850,QA1850,ENAA,1850,"No weariness will come upon them, nor will they be sent away from there."
ENAA1851,QA1851,ENAA,1851,"Announce to My creatures that I am indeed forgiving and kind,"
ENAA1852,QA1852,ENAA,1852,But My punishment is surely a painful one.
ENAA1853,QA1853,ENAA,1853,Inform them about the matter of Abraham's guests.
ENAA1854,QA1854,ENAA,1854,"When they came to him and said: ""Peace,"" he answered: ""Truly we are afraid of you."""
ENAA1855,QA1855,ENAA,1855,"""Have no fear,"" they said. ""We bring you news of a son full of wisdom."""
ENAA1856,QA1856,ENAA,1856,"""You bring me the good news now,"" he said, ""when old age has come upon me. What good news are you giving me then?"""
ENAA1857,QA1857,ENAA,1857,"""We have given you the happy tidings of a truth,"" they replied. ""So do not be one of those who despair."""
ENAA1858,QA1858,ENAA,1858,"""Who would despair of the mercy of his Lord,"" he answered, ""but those who go astray."""
ENAA1859,QA1859,ENAA,1859,"And asked them: ""What matter, O angels, brings you here?"""
ENAA1860,QA1860,ENAA,1860,"""We have been sent,"" they said, ""to (punish) a sinful people,"
ENAA1861,QA1861,ENAA,1861,"""Except the family of Lot whom we shall save"
ENAA1862,QA1862,ENAA,1862,"""Other than his wife who, it is decreed, will remain with those who will stay behind."""
ENAA1863,QA1863,ENAA,1863,"When the messengers came to the family of Lot,"
ENAA1864,QA1864,ENAA,1864,"He said: ""You are people I do not know."""
ENAA1865,QA1865,ENAA,1865,"""We have come to you with news,"" they said, ""of what your people doubt;"
ENAA1866,QA1866,ENAA,1866,"""Yet we bring to you the truth, and we are truthful."
ENAA1867,QA1867,ENAA,1867,"""So leave with your family late in the night, yourself remaining in the rear, and let none turn back to look, and go where you will be commanded."""
ENAA1868,QA1868,ENAA,1868,"We issued this command to him, for they were going to be destroyed in the morning."
ENAA1869,QA1869,ENAA,1869,"Then came the people of the city, exulting at the news."
ENAA1870,QA1870,ENAA,1870,"Said Lot: ""These are my guests; do not put me to shame,"
ENAA1871,QA1871,ENAA,1871,"""And do not disgrace me. Have some fear of God."""
ENAA1872,QA1872,ENAA,1872,"""Did we not restrain you,"" they said, ""from (entertaining) creatures from the outside world?"""
ENAA1873,QA1873,ENAA,1873,"""Here are my daughters,"" said Lot, ""if you are so active."""
ENAA1874,QA1874,ENAA,1874,Verily by your life they were utterly confused in their (lustful) drunkenness.
ENAA1875,QA1875,ENAA,1875,So they were seized by the mighty blast at break of day;
ENAA1876,QA1876,ENAA,1876,"And We turned the city upside down, and rained on them stones of hardened lava."
ENAA1877,QA1877,ENAA,1877,Herein are really signs for those who discern.
ENAA1878,QA1878,ENAA,1878,This (city) lies on a road that still survives.
ENAA1879,QA1879,ENAA,1879,Indeed there is a portent in this for those who believe.
ENAA1880,QA1880,ENAA,1880,The dwellers of the Wood (near Midian) were also wicked.
ENAA1881,QA1881,ENAA,1881,"So We punished them too. They are both situated by the highway, clearly visible."
ENAA1882,QA1882,ENAA,1882,The people of Al-Hijr denied Our apostles;
ENAA1883,QA1883,ENAA,1883,And though We had given them Our signs they turned away from them.
ENAA1884,QA1884,ENAA,1884,They used to hew dwellings in the mountains to live in security.
ENAA1885,QA1885,ENAA,1885,But they were seized by the mighty blast towards the morning;
ENAA1886,QA1886,ENAA,1886,And all that they had done (for security) availed them nothing.
ENAA1887,QA1887,ENAA,1887,We have not created but with reason the heavens and the earth and all that lies within them. The Hour (of the great change) is certain to come. So turn away (from them) with a grace.
ENAA1888,QA1888,ENAA,1888,Surely your Lord is the Creator and knows (everything).
ENAA1889,QA1889,ENAA,1889,"We have indeed given you the seven oft-repeated (examples), and the majestic Qur'an."
ENAA1890,QA1890,ENAA,1890,"So covet not things We have bestowed on a portion of them to enjoy, and do not grieve for them, and protect those who believe;"
ENAA1891,QA1891,ENAA,1891,"And say: ""I am a distinct warner,"""
ENAA1892,QA1892,ENAA,1892,Like (those) We had sent to those schismatics who slandered their Books
ENAA1893,QA1893,ENAA,1893,And severed their Scripture into fragments.
ENAA1894,QA1894,ENAA,1894,By your Lord We shall question them one and all
ENAA1895,QA1895,ENAA,1895,About their deeds.
ENAA1896,QA1896,ENAA,1896,"So declare to them what We have enjoined, and turn away from idolaters."
ENAA1897,QA1897,ENAA,1897,"We are surely sufficient to deal with those who scoff at you,"
ENAA1898,QA1898,ENAA,1898,Who place other gods besides God. They will come to know soon.
ENAA1899,QA1899,ENAA,1899,We are well aware that you are disheartened by what they say.
ENAA1900,QA1900,ENAA,1900,"But you should glorify your Lord with praises, and be among those who bow in submission;"
ENAA1901,QA1901,ENAA,1901,And go on worshipping your Lord till the certainty (of death) comes upon you.
ENAA1902,QA1902,ENAA,1902,THE DECREE of GOD will surely come; so do not try to hasten it: Too glorious and high is He for what they associate with Him.
ENAA1903,QA1903,ENAA,1903,"He sends the angels with revelation by His command, to any of His creatures as He please, (saying): ""Warn that there is no god but I, so fear Me."""
ENAA1904,QA1904,ENAA,1904,He created the heavens and the earth with reason. Too glorious and high is He for what they associate with Him.
ENAA1905,QA1905,ENAA,1905,Man He created from a drop of semen; and still he becomes an open contender.
ENAA1906,QA1906,ENAA,1906,"He created the cattle from whom you get warm clothing and (other) advantages, and some you eat."
ENAA1907,QA1907,ENAA,1907,"There is life and cheer for you as you drive them home in the evening, and lead them out in the morning to graze."
ENAA1908,QA1908,ENAA,1908,They carry your burdens to lands so distant you could not have reached without much hardship. Indeed your Lord is compassionate and kind.
ENAA1909,QA1909,ENAA,1909,"He created horses, mules and donkeys for riding and for splendour. He created other things too which you do not know."
ENAA1910,QA1910,ENAA,1910,"To God leads the right path, though some deviate. If He willed He could guide you all to the right way."
ENAA1911,QA1911,ENAA,1911,"It is He who sends down water from the sky of which you drink, and which nourishes the plants you feed your cattle,"
ENAA1912,QA1912,ENAA,1912,"With which He makes crops grow, and olives, dates and grapes and fruits of every kind for you. In this is a sign for those who think."
ENAA1913,QA1913,ENAA,1913,"He harnessed the day and night for you, as also the sun, the moon and the stars, by His command. In this are signs for men who understand."
ENAA1914,QA1914,ENAA,1914,And other things of different shades has He produced on the earth for you. In this are signs for those who reflect.
ENAA1915,QA1915,ENAA,1915,"It is He who has subdued the sea that you may eat fresh meat from it, and obtain ornaments to wear. You see the ships plough through it that you may seek of His bounties and, perhaps, be grateful."
ENAA1916,QA1916,ENAA,1916,"He placed stablisers in the earth so that while it revolves you live undisturbed, and rivers and tracks so that you may find your way;"
ENAA1917,QA1917,ENAA,1917,"As well as many other signs, as by the stars (you) find direction."
ENAA1918,QA1918,ENAA,1918,"So, could one who creates be like one who cannot? Will you not then contemplate?"
ENAA1919,QA1919,ENAA,1919,If you count the favours of God you will not be able to calculate. Assuredly God is forgiving and kind.
ENAA1920,QA1920,ENAA,1920,God knows what you hide and disclose.
ENAA1921,QA1921,ENAA,1921,", As for those they call besides God, they cannot create a thing, and have themselves been created."
ENAA1922,QA1922,ENAA,1922,"Dead, without life they are, and do not know when they will be raised."
ENAA1923,QA1923,ENAA,1923,"Your God is one God. But the hearts of those who believe not in the life to come are filled with denial, and they are puffed up with pride."
ENAA1924,QA1924,ENAA,1924,Surely God knows what they hide and what they disclose. He certainly does not love the proud.
ENAA1925,QA1925,ENAA,1925,"For when they are asked: ""What has your Lord sent down?"" they say: ""Tales of long ago."""
ENAA1926,QA1926,ENAA,1926,"On the Day of Resurrection they will carry their own burden and some of the load of those they have led astray without any knowledge. Oh, how evil a burden they will carry!"
ENAA1927,QA1927,ENAA,1927,"Those who have gone before them had also conspired; then God uprooted their structure from its foundation; the roof fell over them from above, and punishment came upon them from somewhere they did not suspect."
ENAA1928,QA1928,ENAA,1928,"On the Day of Resurrection He will disgrace them and ask: ""Where are My compeers for whom you contended?"" Those endowed with knowledge will say: ""Shame and evil surely are for unbelievers today."""
ENAA1929,QA1929,ENAA,1929,"They whose souls are drawn out by the angels while they are sinning, shall offer submission: ""We did no evil."" But God knows well what you did."
ENAA1930,QA1930,ENAA,1930,"So enter the gates of Hell, and dwell there for ever. How dreadful a dwelling for the haughty!"
ENAA1931,QA1931,ENAA,1931,"When those who took heed for themselves would be asked: ""What did your Lord send down?"" They will answer: ""The best."" For those who do good there is good in the world, but certainly the abode of the next is better. How excellent the home of the virtuous!"
ENAA1932,QA1932,ENAA,1932,They will enter perennial gardens with streams of water and all they wish. Thus will the pious and devout be rewarded.
ENAA1933,QA1933,ENAA,1933,"When the angels receive the souls of those who are blameless they will say: ""Peace on you. Enter Paradise as recompense for what you did."""
ENAA1934,QA1934,ENAA,1934,"What! Do the (unbelievers) expect that the angels should descend, or the sentence of your Lord come to pass? So had the people done before them; yet God did not wrong them, they wronged themselves."
ENAA1935,QA1935,ENAA,1935,"The evil they perpetrated overtook them, and what they mocked has turned upon them."
ENAA1936,QA1936,ENAA,1936,"The idolaters say: ""If God had willed we would not have worshipped anything apart from Him, nor would our fathers have done, nor would we have forbidden any thing without His (leave)."" So had the people done before them. Therefore it is binding on the prophets to convey the message in clearest terms."
ENAA1937,QA1937,ENAA,1937,"To every community We have sent an apostle. (saying:) ""Worship God, and keep away from all other deities."" Thus some of them were guided by God, and ruin was justified on some. Travel over the earth and see what befell those who accused (the apostles) of lies."
ENAA1938,QA1938,ENAA,1938,"Even if you are eager to guide them, God does not surely guide those who have gone astray: They will have no one to help them."
ENAA1939,QA1939,ENAA,1939,"They swear emphatically in the name of God that God will not raise the dead. On the contrary, it is a promise incumbent on Him, though most men do not understand,"
ENAA1940,QA1940,ENAA,1940,"For (they fear) He might make what they differed about plain to them, and that the infidels may realise that they were liars."
ENAA1941,QA1941,ENAA,1941,"Yet when We will a thing We have only to say: ""Be"", and it is."
ENAA1942,QA1942,ENAA,1942,"Those who left their homes in the cause of God after having been oppressed, will be given by Us a better place in the world, and if they knew, the guerdon of the next would be greater"
ENAA1943,QA1943,ENAA,1943,(For) those who persevere and place their trust in their Lord.
ENAA1944,QA1944,ENAA,1944,"We sent before you none (as apostles) but men, to whom We sent revelations. In case you are unaware, enquire of those who are keepers of the Oracles of God."
ENAA1945,QA1945,ENAA,1945,We had Sent them with miracles and Books; and We have sent to you this Reminder so that you may explain distinctly to men what was sent down to them: They may haply reflect.
ENAA1946,QA1946,ENAA,1946,"Have the plotters of mischief become unafraid that God will not split the earth to swallow them, or that punishment will not fall upon them from somewhere they do not (even) suspect?"
ENAA1947,QA1947,ENAA,1947,"Or that He will not seize them as they move about, and they will not be able to elude (His grasp);"
ENAA1948,QA1948,ENAA,1948,Or He may seize them by diminishing their portion. Yet your Lord is compassionate and kind.
ENAA1949,QA1949,ENAA,1949,"Do they not see the shadows of all things God has created incline to the right and the left, bowing in obeisance to God?"
ENAA1950,QA1950,ENAA,1950,"All things that move on the earth and in the heavens, and the angels, bow in homage to God, and do not behave with pride."
ENAA1951,QA1951,ENAA,1951,"They have fear of God for His power over them, and act as commanded."
ENAA1952,QA1952,ENAA,1952,"God says: ""Do not take to two gods, for there is only one God. So fear Me."""
ENAA1953,QA1953,ENAA,1953,"Whatsoever is in the heavens and the earth belongs to Him, and His the judgement for ever. So will you fear any other than God?"
ENAA1954,QA1954,ENAA,1954,"Whatsoever the blessings you enjoy are surely from God, and when in trouble you turn to Him in supplication."
ENAA1955,QA1955,ENAA,1955,"Yet when He has delivered you from affliction, some of you ascribe companions to your Lord"
ENAA1956,QA1956,ENAA,1956,"So as to deny what We have bestowed on them. Well, enjoy yourselves, you will come to know soon."
ENAA1957,QA1957,ENAA,1957,"They set aside a portion of the food We have given them for those they do not know. By God, you will surely have to answer for all you contrive!"
ENAA1958,QA1958,ENAA,1958,"They attribute daughters to God, the glorious, but for themselves whatsoever they please."
ENAA1959,QA1959,ENAA,1959,"Yet when news of the birth of a daughter reaches one of them, his face is darkened, and he is overwhelmed with silent grief,"
ENAA1960,QA1960,ENAA,1960,"And hides from people for shame at the news, (at a loss) whether he should keep her with shame, or bury her in the ground. How bad is the judgement that they make!"
ENAA1961,QA1961,ENAA,1961,"The semblance of those who believe not in the life to come is that of the meanest; but the semblance of God is the most sublime, for He is all-mighty and all-wise."
ENAA1962,QA1962,ENAA,1962,"If God were to punish men for their inequity He would not leave a single moving thing on earth. Yet He gives them latitude for a time ordained. When that time is come, there will not be a moment's delay nor a moment's haste."
ENAA1963,QA1963,ENAA,1963,"Yet they attribute to God what they find detestable; and their tongues assert the lie that for them is only good. On the contrary, there is Fire for them, and they will be thrown into it."
ENAA1964,QA1964,ENAA,1964,"By God, We sent apostles to many a people before you, but Satan made their acts seem attractive to them, and he is their friend this day, and a painful torment awaits them."
ENAA1965,QA1965,ENAA,1965,"We have sent down this Book to you that you may explain to them what it is that they are differing about, and as guidance and a grace for those who believe."
ENAA1966,QA1966,ENAA,1966,God sends down water from the skies and quickens the dead earth to a new birth. Here is a sign for those who listen.
ENAA1967,QA1967,ENAA,1967,And surely in cattle there is a lesson for you: We give you a drink from the extract of food in their bellies and blood-purest milk so delicious to drink;
ENAA1968,QA1968,ENAA,1968,"And in fruits of the date-palm and the vine, from which you obtain inebriating drinks and excellent food. In this indeed are signs for those who understand."
ENAA1969,QA1969,ENAA,1969,"Your Lord predisposed the bees to make their hives in mountains, trees and trellices,"
ENAA1970,QA1970,ENAA,1970,And suck from all fruits and flit about the unrestricted paths of their Lord. A drink of various hues comes out of their bellies which contains medicine for men. In this is a sign for those who reflect.
ENAA1971,QA1971,ENAA,1971,"It is God who creates you, then makes you die; and some reach the age of dotage when they forget what they had known before. God is indeed all-knowing and all-powerful."
ENAA1972,QA1972,ENAA,1972,God has favoured some of you over others in the means of subsistence. But those who have been favoured with more do not give of their means to their dependents so that they may become equal with them. Do they then deny God's beneficence?
ENAA1973,QA1973,ENAA,1973,"God has provided mates for you of your own kind, and has bestowed on you sons and daughters from your mates, and has given you good things for food. Will they even then believe in the false and deny God's grace?"
ENAA1974,QA1974,ENAA,1974,"Yet they worship those apart from God who cannot provide for them any sustenance from the heavens or the earth, nor will they have power to do so."
ENAA1975,QA1975,ENAA,1975,"So do not invent similitudes for God. Indeed God knows, and you do not know."
