id,quran_ayas_id,quran_ayas_languages_code,number,text
URAA2902,QA2902,URAA,2902,اور وہی ہے جس نے تمہارے لیے رات کو اوڑھنا اور نیند کو راحت بنا دیا اور دن چلنے پھرنے کے لیے بنایا
URAA2903,QA2903,URAA,2903,اوروہی تو ہے جو اپنی رحمت سے پہلے خوشخبری لانے والی ہوائیں چلاتا ہے اور ہم نے آسمان سے پاک پانی نازل فرمایا
URAA2904,QA2904,URAA,2904,تاکہ ہم اس سے مرے ہوئے شہر کو زندہ کریں اور اسے اپنی پیدا کی ہوئی چیزوں، چارپایوں اوربہت سے آدمیوں کوپلائیں
URAA2905,QA2905,URAA,2905,اور ہم نے اسے لوگوں میں بانٹ دیا ہے تاکہ نصیحت حاصل کریں پس بہت سے آدمی ناشکری کیے بغیر نہ رہے
URAA2906,QA2906,URAA,2906,اور اگر ہم چاہتے تو ہر گاؤں میں ایک ڈرانے والا بھیج دیتے
URAA2907,QA2907,URAA,2907,پس کافروں کا کہا نہ مان اس کے ساتھ بڑے زور سے ان کا مقابلہ کر
URAA2908,QA2908,URAA,2908,اور وہی ہے جس نے دو دریاؤں کو آپس میں ملا دیا یہ میٹھا خوشگوار ہے او ریہ کھاری کڑوا ہے اوران دونوں میں ایک پردہ اور مستحکم آڑ بنا دی
URAA2909,QA2909,URAA,2909,اوروہی ہے جس نے انسان کو پانی سے پیدا کیا پھر ا س کے لیے رشتہ نسب اور دامادی قائم کیا اور تیرا رب ہر چیز پر قادر ہے
URAA2910,QA2910,URAA,2910,اور وہ الله کے سوا ایسے کو پوجتے ہیں جو انہیں نہ نفع دے سکتے ہیں نہ نقصان پہنچا سکتے ہیں اور کافر اپنے رب کی طرف پیٹھ پھیرنے والا ہے
URAA2911,QA2911,URAA,2911,اور ہم نےتمہیں محض خوشخبری دینے والا اور ڈرانے والا بنا کر بھیجا ہے
URAA2912,QA2912,URAA,2912,کہہ دو میں اس پر تم سے کوئی مزدوری نہیں مانگتا مگر جو شخص اپنے رب کی طرف راستہ معلوم کرنا چاہے
URAA2913,QA2913,URAA,2913,اورتم اس زندہ خدا پر بھروسہ رکھو جو کبھی نہ مرے گا اور اس کی تسبیح اورحمد کرتے رہو اور وہ اپنے بندوں کے گناہوں سے کافی خبردار ہے
URAA2914,QA2914,URAA,2914,جس نے آسمان اور زمین اور جو کچھ ان میں ہے چھ دن میں بنایا پھر عرش پر قائم ہوا وہ رحمنٰ ہے پس ا س کی شان کسی خبردار سے پوچھو
URAA2915,QA2915,URAA,2915,اورجب ان سے کہا جاتا ہے کہ رحمنٰ کو سجدہ کرو توکہتے ہیں رحمنٰ کیا ہے کیا ہم اسے سجدہ کریں جس کے لیے تو کہہ دے اور اس سے انہیں اور زیادہ نفرت ہوتی ہے
URAA2916,QA2916,URAA,2916,بڑا برکت والا ہے وہ جس نے آسمان میں ستارے بنائے اور اس میں چراغ اور چمکتا ہوا چاند بھی بنایا
URAA2917,QA2917,URAA,2917,اور وہی ہے جس نے رات اور دن یکے بعد دیگرے آنے والے بنائے یہ اس کے لیے ہے جو سمجھنا چاہے یا شکر کرنا چاہے
URAA2918,QA2918,URAA,2918,اور رحمنٰ کے بندے وہ ہیں جو زمین پردبے پاؤں چلتے ہیں اورجب ان سے بے سمجھ لوگ بات کریں تو کہتے ہیں سلام ہے
URAA2919,QA2919,URAA,2919,اور وہ لوگ جو اپنے رب کے سامنے سجدہ میں اور کھڑے ہوکر رات گزارتے ہیں
URAA2920,QA2920,URAA,2920,اور وہ لوگ جو کہتے ہیں اے ہمارے رب ہم سے دوزخ کا عذاب دور کر دے بے شک اس کا عذاب پوری تباہی ہے
URAA2921,QA2921,URAA,2921,بے شک وہ برا ٹھکانا اوربڑی قیام گاہ ہے
URAA2922,QA2922,URAA,2922,اوروہ لوگ جب خرچ کرتے ہیں تو فضول خرچی نہیں کرتے اور نہ تنگی کرتے ہیں اور ان کا خرچ ان دونوں کے درمیان اعتدال پر ہوتا ہے
URAA2923,QA2923,URAA,2923,اوروہ جو الله کے سوا کسی اور معبود کونہیں پکارتے اور اس شخص کوناحق قتل نہیں کرتے جسے الله نے حرام کر دیا ہے اور زنا نہیں کرتے اور جس شخص نے یہ کیا وہ گناہ میں جا پڑا
URAA2924,QA2924,URAA,2924,قیامت کے دن اسے دگنا عذاب ہو گا اس میں ذلیل ہو کر پڑا رہے گا
URAA2925,QA2925,URAA,2925,مگر جس نے توبہ کی اور ایمان لایا اور نیک کام کیے سو انہیں الله برائیوں کی جگہ بھلائیاں بدل دے گا اور الله بخشنے والا مہربان ہے
URAA2926,QA2926,URAA,2926,اور جس نے توبہ کی اور نیک کام کیے تو وہ الله کی طرف رجوع کرتا ہے
URAA2927,QA2927,URAA,2927,اور جو بے ہودہ باتوں میں شامل نہیں ہوتے اور جب بیہودہ باتوں کے پاس سے گزریں تو شریفانہ طور سے گزرتے ہیں
URAA2928,QA2928,URAA,2928,اور وہ لوگ جب انہیں ان کے رب کی آیتوں سے سمجھایا جاتا ہے تو ان پر بہرے اندھے ہو کر نہیں گرتے
URAA2929,QA2929,URAA,2929,اور وہ جو کہتے ہیں کہ ہمارے رب ہمیں ہماری بیویوں اور اولاد کی طرف سے آنکھوں کی ٹھنڈک عطا فرما اور ہمیں پرہیزگاروں کا پیشوا بنا دے
URAA2930,QA2930,URAA,2930,یہی لوگ ہیں جنہیں ان کے صبر کے بدلہ میں جنت کے بالا خانے دیے جائیں گے اور ان کا وہاں دعا اور سلام سے استقبال کیا جائے گا
URAA2931,QA2931,URAA,2931,اس میں ہمیشہ رہنے والے ہوں گے ٹھیرنے اور رہنے کی خوب جگہ ہے
URAA2932,QA2932,URAA,2932,کہہ دو میرا رب تمہاری پروا نہیں کرتا اگرتم اسے نہ پکارو سو تم جھٹلا توچکے ہو پھر اب تو اس کا وبال پڑ کر رہے گا
URAA2933,QA2933,URAA,2933,طسمۤ
URAA2934,QA2934,URAA,2934,یہ روشن کتاب کی آیتیں ہیں
URAA2935,QA2935,URAA,2935,شاید تو اپنی جان ہلاک کرنے والا ہے اس لیے کہ وہ ایمان نہیں لاتے
URAA2936,QA2936,URAA,2936,اگر ہم چاہیں تو ان پر آسمان سے ایسی نشانی نازل کریں کہ اس کے آگے ان کی گردنیں جھک جائیں
URAA2937,QA2937,URAA,2937,اور ان کے پاس رحمنٰ کی طرف سے کوئی نئی بات نصیحت کی ایسی نہیں آئی کہ وہ اس سے منہ نہ موڑ لیتے ہوں
URAA2938,QA2938,URAA,2938,سو یہ جھٹلاتو چکے اب ان کے پاس اس چیز کی حقیقت آئے گی جس پر ٹھٹھا کیا کرتے تھے
URAA2939,QA2939,URAA,2939,کیا وہ زمین کو نہیں دیکھتے ہم نے اس میں ہر ایک قسم کی کتنی عمدہ چیزیں اُگائی ہیں
URAA2940,QA2940,URAA,2940,البتہ اس میں بڑی نشانی ہے اور ان میں سے اکثر ایمان لانے والے نہیں
URAA2941,QA2941,URAA,2941,اور بے شک تیرا رب زبردست رحم کرنے والا ہے
URAA2942,QA2942,URAA,2942,اور جب تیرے رب نے موسیٰ کو پکارا کہ اس ظالم قوم کے پاس جا
URAA2943,QA2943,URAA,2943,فرعون کی قوم کے پاس کیا وہ ڈرتے نہیں
URAA2944,QA2944,URAA,2944,عرض کی اے میرے رب میں ڈرتا ہوں کہ مجھے جھٹلا دیں
URAA2945,QA2945,URAA,2945,اور میرا سینہ تنگ ہوجائے اور میری زبان نہ چلے پس ہارون کو پیغام دے
URAA2946,QA2946,URAA,2946,اور میرے ذمہ ان کا ایک گناہ بھی ہے سو میں ڈرتا ہوں کہ مجھے مار نہ ڈالیں
URAA2947,QA2947,URAA,2947,فرمایا ہر گز نہیں تم دونوں ہماری نشانیاں لے کر جاؤ ہم تمہارے ساتھ سننے والے ہیں
URAA2948,QA2948,URAA,2948,سو فرعون کے پاس جاؤ اور کہو کہ ہم پروردگار عالم کا پیغام لے کر آئے ہیں
URAA2949,QA2949,URAA,2949,یہ کہ ہمارے ساتھ بنی اسرائیل کو بھیج دے
URAA2950,QA2950,URAA,2950,کہا کیا ہم نےتمہیں بچپن میں پرورش نہیں کیا اورتو نے ہم میں اپنی عمر کے کئی سال گزارے
URAA2951,QA2951,URAA,2951,اور تو اپنا وہ کرتوت کر گیا جوکر گیا اور تو ناشکروں میں سے ہے
URAA2952,QA2952,URAA,2952,کہا جب میں نے وہ کام کیا تھاتو میں بےخبر تھا
URAA2953,QA2953,URAA,2953,پھر میں تم سے تمہارے ڈر کے مارے بھاگ گیا تب مجھے میرے رب نے دانائی عطا کی اور مجھے رسول بنایا
URAA2954,QA2954,URAA,2954,اور یہ احسان جو تو مجھ پر رکھتا ہے اسی لیے تو نے بنی اسرائیل کو غلام بنا رکھا ہے
URAA2955,QA2955,URAA,2955,فرعون نے کہا رب العالمین کیا چیز ہے
URAA2956,QA2956,URAA,2956,فرمایا آسمانوں اور زمین اور جو کچھ ان کے درمیان ہے سب کا پروردگار ہے اگر تمہیں یقین آئے
URAA2957,QA2957,URAA,2957,اپنے گرد والوں سے کہا کیا تم سنتے نہیں ہو
URAA2958,QA2958,URAA,2958,فرمایا تمہارا ور تمہارے پہلے باپ دادا کا رب ہے
URAA2959,QA2959,URAA,2959,کہا بے شک تمہارا رسول جو تمہارے پاس بھیجا گیا ہے ضرور دیوانہ ہے
URAA2960,QA2960,URAA,2960,فرمایا مشر ق مغرب اور جو ان کے درمیان ہے سب کا پروردگار ہے اگر تم عقل رکھتے ہو
URAA2961,QA2961,URAA,2961,کہا اگر تو نے میرے سوا اور کوئی معبود بنایا تو تمہیں قید میں ڈال دوں گا
URAA2962,QA2962,URAA,2962,فرمایا اگرچہ میں تیرے پاس ایک روشن چیز لے آؤں
URAA2963,QA2963,URAA,2963,کہا اگر تو سچا ہے تو وہ چیز لا
URAA2964,QA2964,URAA,2964,پھر اس نےاپناعصا ڈال دیا سو اسی وقت وہ صریح اژدھا ہو گیا
URAA2965,QA2965,URAA,2965,اوراپنا ہاتھ نکالا سو اسی وقت وہ دیکھنے والوں کو چمکتا ہوا دکھائی دیا
URAA2966,QA2966,URAA,2966,اپنے گرد کے سرداروں سے کہا کہ بے شک یہ بڑا ماہر جادوگر ہے
URAA2967,QA2967,URAA,2967,چاہتا ہے کہ تمہیں تمہارے دیس سے اپنے جادو کے زور سےنکال دےپھر تم کیا رائے دیتے ہو
URAA2968,QA2968,URAA,2968,کہا اسےاور اس کے بھائی کو مہلت دو اور شہروں میں چپڑاسیوں کو بھیج دیجیئے
URAA2969,QA2969,URAA,2969,کہ تیرے پاس بڑے ماہر جادوگروں کو لے آئیں
URAA2970,QA2970,URAA,2970,پھر سب جادوگر ایک مقرر دن پر جمع کیے گئے
URAA2971,QA2971,URAA,2971,اور لوگوں سے کہا گیا کیا تم بھی اکھٹے ہوتے ہو
URAA2972,QA2972,URAA,2972,تاکہ اگر جادوگر غالب آجائیں تو ہم انہی کی راہ پر رہیں
URAA2973,QA2973,URAA,2973,پھر جب جادوگر آئے تو فرعون سے کہا اگر ہم غالب آگئے تو کیا ہمیں کوئی بڑا انعام ملے گا
URAA2974,QA2974,URAA,2974,کہا ہاں اور بیشک تم اس وقت مقربوں میں داخل ہو جاؤ گے
URAA2975,QA2975,URAA,2975,موسیٰ نے ان سے کہا ڈالو جو تم ڈالتے ہو
URAA2976,QA2976,URAA,2976,پھر انہوں نے اپنی رسیاں اور لاٹھیاں ڈال دیں اور کہا فرعون کے اقبال سے ہماری فتح ہے
URAA2977,QA2977,URAA,2977,پھر موسیٰ نے اپنا عصا ڈالا پھر وہ فوراً ہی نگلنے لگا جو انہوں نے جھوٹ بنایا تھا
URAA2978,QA2978,URAA,2978,پھر جادوگر سجدے میں گر پڑے
URAA2979,QA2979,URAA,2979,کہا ہم رب العالمین پر ایمان لائے
URAA2980,QA2980,URAA,2980,جو موسیٰ اور ہارون کا رب ہے
URAA2981,QA2981,URAA,2981,کہا کیا تم میری اجازت سے پہلے ہی ایمان لے آئے بے شک وہ تمہارا استاد ہے جس نے تمہیں جادو سکھایا ہے سو تمہیں ابھی معلوم ہو جائے گا البتہ میں تمہارا ایک طرف کا ہاتھ اور دوسری طرف کا پاؤں کاٹ دوں گا اور تم سب کو سولی پر چڑھا دوں گا
URAA2982,QA2982,URAA,2982,کہا کچھ حرج نہیں بے شک ہم اپنے رب کے پاس پہنچنے والا ہوں گے
URAA2983,QA2983,URAA,2983,ہمیں امید ہے کہ ہمارا رب ہمارے گناہوں کو معاف کر دے گا اس لیے کہ ہم سب سے پہلے ایمان لانے والے ہیں
URAA2984,QA2984,URAA,2984,اور ہم نے موسی ٰکو حکم بھیجا کہ میرے بندوں کو رات کو لے نکل البتہ تمہارا پیچھا کیا جائے گا
URAA2985,QA2985,URAA,2985,پھر فرعون نے شہروں میں چپڑاسی بھیجے
URAA2986,QA2986,URAA,2986,کہ یہ ایک تھوڑی سی جماعت ہے
URAA2987,QA2987,URAA,2987,اور انہوں نے ہمیں بہت غصہ دلایا ہے
URAA2988,QA2988,URAA,2988,اور بے شک ہم سب ہتھیار بند ہیں
URAA2989,QA2989,URAA,2989,پھر ہم نے انہیں باغوں اور چشموں سے نکال باہر کیا
URAA2990,QA2990,URAA,2990,اور خزانوں اور عمدہ مکانو ں سے
URAA2991,QA2991,URAA,2991,اسی طرح ہوا اور ہم نے ان چیزوں کا بنی اسرائیل کو وارث بنایا
URAA2992,QA2992,URAA,2992,پھر سورج نکلنے کے وقت ان کے پیچھے پڑے
URAA2993,QA2993,URAA,2993,پھر جب دونوں جماعتوں نےایک دوسرے کو دیکھا تو موسیٰ کے ساتھیوں نے کہا ہم تو پکڑے گئے
URAA2994,QA2994,URAA,2994,کہا ہرگز نہیں میرا رب میرے ساتھ ہے وہ مجھے راہ بتائے گا
URAA2995,QA2995,URAA,2995,پھر ہم نےموسیٰ کو حکم بھیجا کہ اپنی لاٹھی کو دریا پر مار پھر پھٹ گیا پھر ہر ٹکڑا بڑے ٹیلے کی طرح ہو گیا
URAA2996,QA2996,URAA,2996,اور ہم نے اس جگہ دوسروں کو پہنچا دیا
URAA2997,QA2997,URAA,2997,اورہم نے موسیٰ کی اور جو اس کے ساتھ تھے سب کو نجات دی
URAA2998,QA2998,URAA,2998,پھر ہم نے دوسروں کو غرق کر دیا
URAA2999,QA2999,URAA,2999,البتہ اس میں بڑی نشانی ہے اور ان میں سے اکثر ایمان لانے والے نہیں
URAA3000,QA3000,URAA,3000,اور بے شک تیرا رب زبردست رحم کرنے والا ہے
URAA3001,QA3001,URAA,3001,اور انہیں ابراھیم کی خبر سنا دے
URAA3002,QA3002,URAA,3002,جب اپنے باپ اور اپنی قوم سے کہا تم کس کو پوجتے ہو
URAA3003,QA3003,URAA,3003,کہنے لگے ہم بتوں کو پوجتے ہیں پھر انہی کے گرد رہا کرتے ہیں
URAA3004,QA3004,URAA,3004,کہا کیا وہ تمہاری بات سنتے ہیں جب تم پکارتے ہو
URAA3005,QA3005,URAA,3005,یا تمہیں کچھ نفع یا نقصان پہنچا سکتے ہیں
URAA3006,QA3006,URAA,3006,کہنے لگے بلکہ ہم نے اپنے باپ دادا کو ایسا کرتے پایا ہے
URAA3007,QA3007,URAA,3007,کہا کیا تمہیں خبر ہے جنہیں تم پوجتے ہو
URAA3008,QA3008,URAA,3008,تم او رتمہارے پہلے باپ دادا جنہیں پوجتے تھے
URAA3009,QA3009,URAA,3009,سو وہ سوائے رب العالمین کے میرے دشمن ہیں
URAA3010,QA3010,URAA,3010,جس نے مجھے پیدا کیا پھر وہی مجھے راہ دکھاتا ہے
URAA3011,QA3011,URAA,3011,اور وہ جو مجھے کھلاتا اور پلاتا ہے
URAA3012,QA3012,URAA,3012,اور جب میں بیمار ہوتا ہوں تو وہی مجھے شفا دیتا ہے
URAA3013,QA3013,URAA,3013,اور وہ جو مجھے مارے گا پھر زندہ کرے گا
URAA3014,QA3014,URAA,3014,اور وہ جو مجھے امید ہے کہ میرے گناہ قیامت کے دن مجھے بخش دے گا
URAA3015,QA3015,URAA,3015,اے میرے رب مجھے کمال علم عطا فرما اور مجھے نیکیوں کے ساتھ شامل کر
URAA3016,QA3016,URAA,3016,اور آئندہ آنے والی نسلوں میں میرا ذکر خیر باقی رکھ
URAA3017,QA3017,URAA,3017,اور مجھے نعمت کے باغ کے وارثوں میں کر دے
URAA3018,QA3018,URAA,3018,اور میرے باپ کو بخش دے کہ وہ گمراہوں میں سے تھا
URAA3019,QA3019,URAA,3019,اور مجھے ذلیل نہ کر جس دن لوگ اٹھائے جائیں گے
URAA3020,QA3020,URAA,3020,جس دن مال اور اولاد نفع نہیں دے گی
URAA3021,QA3021,URAA,3021,مگر جو الله کے پاس پاک دل لے کر آیا
URAA3022,QA3022,URAA,3022,اور پرہیز گاروں کے لیے جنت قریب لائی جائے گی
URAA3023,QA3023,URAA,3023,اور دوزخ سرکشوں کے لیے ظاہر کی جائے گی
URAA3024,QA3024,URAA,3024,اور انہیں کہا جائے گا کہاں ہیں جنہیں تم پوجتے تھے
URAA3025,QA3025,URAA,3025,الله کے سوا کیا وہ تمہاری مدد کر سکتے ہیں یا بدلہ لے سکتے ہیں
URAA3026,QA3026,URAA,3026,پھر وہ اور سب گمراہ اس میں اوندھے ڈال دیے جائیں گے
URAA3027,QA3027,URAA,3027,اور شیطان کے سارے لشکروں کو بھی
URAA3028,QA3028,URAA,3028,اوروہ وہاں آپس میں جھگڑتے ہوئے کہیں گے
URAA3029,QA3029,URAA,3029,الله کی قسم بیشک ہم صریح گمراہی میں تھے
URAA3030,QA3030,URAA,3030,جب ہم تمہیں رب العالمین کے برابر کیا کرتے تھے
URAA3031,QA3031,URAA,3031,اور ہمیں ان بدکاروں کے سوا کسی نے گمراہ نہیں کیا
URAA3032,QA3032,URAA,3032,پھر کوئی ہماری سفارش کرنے والا نہیں
URAA3033,QA3033,URAA,3033,اور نہ کوئی مخلص دوست ہے
URAA3034,QA3034,URAA,3034,پھر اگر ہمیں دوبارہ جانا ملے تو ہم ایمان والوں میں شامل ہوں
URAA3035,QA3035,URAA,3035,البتہ اس میں بڑی نشانی ہے اور ان میں سے اکثر ایمان لانے والے نہیں
URAA3036,QA3036,URAA,3036,اور بے شک تیرا رب زبردست رحم کرنے والا ہے
URAA3037,QA3037,URAA,3037,نوح کی قوم نے پیغمبروں کو جھٹلایا
URAA3038,QA3038,URAA,3038,جب ان کے بھائی نوح نے کہا کیا تم ڈرتے نہیں
URAA3039,QA3039,URAA,3039,میں تمہارے لیے امانت دار رسول ہوں
URAA3040,QA3040,URAA,3040,پس الله سے ڈرو اور میرا کہا مانو
URAA3041,QA3041,URAA,3041,اور میں تم سے اس پر کوئی مزدوری نہیں مانگتا میری مزدوری تو بس رب العالمین کے ذمہ ہے
URAA3042,QA3042,URAA,3042,سو الله سے ڈرو اور میرا کہا مانو
URAA3043,QA3043,URAA,3043,انہوں نے کہا کیا ہم تجھ پر ایمان لائیں حالانکہ تیرے تابع توکمینے لوگ ہوئے ہیں
URAA3044,QA3044,URAA,3044,کہا اور مجھے کیا خبر کہ وہ کیا کرتے تھے
URAA3045,QA3045,URAA,3045,ان کا حساب تو میرے رب ہی کے ذمہ ہے کاش کہ تم سمجھتے
URAA3046,QA3046,URAA,3046,اور میں ایمان والوں کو دور کرنے والا نہیں ہوں
URAA3047,QA3047,URAA,3047,میں تو بس کھول کر ڈرانے والا ہوں
URAA3048,QA3048,URAA,3048,کہنے لگے اے نوح اگر تو باز نہ آیا تو ضرور سنگسار کیا جائے گا
URAA3049,QA3049,URAA,3049,کہا اے میرے رب میری قوم نے مجھے جھٹلایا ہے
URAA3050,QA3050,URAA,3050,پس تو میرے اور ان کے درمیان فیصلہ ہی کر دے اور مجھے اور جو میرے ساتھ ایمان والے ہیں نجات دے
URAA3051,QA3051,URAA,3051,پھر ہم نے اسے اورجو اس کے ساتھ بھری کشتی میں تھے بچا لیا
URAA3052,QA3052,URAA,3052,پھر ہم نے اس کے بعد باقی لوگوں کو غرق کر دیا
URAA3053,QA3053,URAA,3053,البتہ اس میں بڑی نشانی ہے اور ان میں سے اکثر ایمان لانے والے نہیں
URAA3054,QA3054,URAA,3054,اور بے شک تیرا رب زبردست رحم کرنے والا ہے
URAA3055,QA3055,URAA,3055,قوم عاد نے پیغمبروں کو جھٹلایا
URAA3056,QA3056,URAA,3056,جب ان سے ان کے بھائی ہود نے کہا کہ تم کیوں نہیں ڈرتے
URAA3057,QA3057,URAA,3057,البتہ میں تمہارے لیے امانت دار رسول ہوں
URAA3058,QA3058,URAA,3058,پس الله سے ڈرو اور میرا کہا مانو
URAA3059,QA3059,URAA,3059,اور میں تم سے ا سپر کوئی مزدوری نہیں مانگتا میری مزدوری تو بس رب العالمین کے ذمہ ہے
URAA3060,QA3060,URAA,3060,کیا تم ہر اونچی زمین پر کھیلنے کے لیے ایک نشان بناتے ہو
URAA3061,QA3061,URAA,3061,اوربڑے بڑے محل بناتے ہو شاید کہ تم ہمیشہ رہو گے
URAA3062,QA3062,URAA,3062,اورجب ہاتھ ڈالتے ہو تو بڑی سختی سےپکڑتے ہو
URAA3063,QA3063,URAA,3063,پس الله سے ڈرو اور میرا کہا مانو
URAA3064,QA3064,URAA,3064,اور اس سے ڈرو جس نے تمہاری ان چیزوں سے مدد کی ہے جنہیں تم بھی جانتے ہو
URAA3065,QA3065,URAA,3065,چارپایوں اور اولاد سے
URAA3066,QA3066,URAA,3066,اور باغوں اور چشموں سے تمہیں مدد دی
URAA3067,QA3067,URAA,3067,میں تم پر ایک بڑے دن کے عذاب سے ڈرتا ہوں
URAA3068,QA3068,URAA,3068,کہنے لگے تو نصیحت کر یا نہ کر ہمارے لیے سب برابر ہے
URAA3069,QA3069,URAA,3069,یہ تو بس پہلے لوگوں کی ایک عادت ہے
URAA3070,QA3070,URAA,3070,اور ہمیں عذاب نہیں ہوگا
URAA3071,QA3071,URAA,3071,پھر انہو ں نے پیغمبر کو جھٹلایا تب ہم نے انہیں ہلاک کر دیا البتہ اس میں بڑی نشانی ہے اور ان میں اکثر ایمان لانے والے نہیں
URAA3072,QA3072,URAA,3072,اور بے شک تیرا رب زبردست رحم کرنے والا ہے
URAA3073,QA3073,URAA,3073,قوم ثمود نے پیغمبروں کو جھٹلایا
URAA3074,QA3074,URAA,3074,جب ان سے ان کے بھائی صالح نے کہا کیا تم ڈرتے نہیں
URAA3075,QA3075,URAA,3075,میں تمہارے لیے امانت دار رسول ہوں
URAA3076,QA3076,URAA,3076,پس الله سے ڈرو اور میرا کہا مانو
URAA3077,QA3077,URAA,3077,اور میں تم سے اسپر کوئی مزدوری نہیں مانگتا میری مزدوری تو بس رب العالمین کے ذمہ ہے
URAA3078,QA3078,URAA,3078,کیا تمہیں ان چیزو ں میں یہاں بے فکری سے رہنے دیا جائے گا
URAA3079,QA3079,URAA,3079,یعنی باغوں اور چشموں میں
URAA3080,QA3080,URAA,3080,اور کھیتوں اور کھجوروں میں جن کا خوشہ ملائم ہے
URAA3081,QA3081,URAA,3081,او رتم پہاڑوں کوتراش کر تکلف کے گھر بناتے ہو
URAA3082,QA3082,URAA,3082,پس الله سے ڈرو اور میرا کہا مانو
URAA3083,QA3083,URAA,3083,اوران حد سے نکلنے والوں کا کہا مت مانو
URAA3084,QA3084,URAA,3084,جو زمین میں فساد کرتے ہیں اور اصلاح نہیں کرتے
URAA3085,QA3085,URAA,3085,کہنے لگے تم پر تو کسی نے جادو کیا ہے
URAA3086,QA3086,URAA,3086,توبھی ہم جیسا ایک آدمی ہے سو کوئی نشانی لے آ اگر تو سچا ہے
URAA3087,QA3087,URAA,3087,کہا یہ اونٹنی ہے اسکے پینے کا ایک دن ہے اور یک دن معین تمہارے پینے کے لیے ہے
URAA3088,QA3088,URAA,3088,اور اسے برائی سے ہاتھ نہ لگانا ورنہ تمہیں بڑے دن کا عذاب آ پکڑے گا
URAA3089,QA3089,URAA,3089,سو انہوں نے اس کے پاؤں کاٹ ڈالے پھر پشیمان ہوئے
URAA3090,QA3090,URAA,3090,پھر انہیں عذاب نے آ پکڑا البتہ اس میں بڑی نشانی ہے اور ان میں سے اکثر ایمان لانے والے نہیں
URAA3091,QA3091,URAA,3091,اوربے شک تیرا رب زبردست رحم کرنے والا ہے
URAA3092,QA3092,URAA,3092,لوط کی قوم نے پیغمبروں کو جھٹلایا
URAA3093,QA3093,URAA,3093,جب انہیں ان کے بھائی لوط نے کہا کیا تم ڈرتے نہیں
URAA3094,QA3094,URAA,3094,میں تمہارے لیے امانت دار رسول ہوں
URAA3095,QA3095,URAA,3095,پس الله سے ڈرو اور میرا کہا مانو
URAA3096,QA3096,URAA,3096,اورمیں تم سے اس پر کوئی مزودری نہیں مانگتا میری مزدوری تو بس اللهرب العالمین کے ذمہ ہے
URAA3097,QA3097,URAA,3097,کیا تم دنیا کے لوگوں میں لڑکوں پر گرے پڑتے ہو
URAA3098,QA3098,URAA,3098,اور تمہارے رب نےجو تمہارے لیے بیویاں پیدا کر دی ہیں انہیں چھوڑ دیتے ہو بلکہ تم حد سے گزرنے والے لوگ ہو
URAA3099,QA3099,URAA,3099,کہنے لگے اے لوط اگر تو ان باتوں سے باز نہ آیا تو ضرور تو نکال دیا جائے گا
URAA3100,QA3100,URAA,3100,کہا میں تو تمہارے کام سے سخت بیزار ہوں
URAA3101,QA3101,URAA,3101,اے میرے رب مجھے اور میرے گھر والوں کو اس کے وبال سے نجات دے جو وہ کرتے ہیں
URAA3102,QA3102,URAA,3102,پھر ہم نے اسے اور اس کے سارے کنبے کو بچا لیا
URAA3103,QA3103,URAA,3103,مگر ایک بڑھیا جو پیچھے رہ گئی تھی
URAA3104,QA3104,URAA,3104,پھر ہم نے اور سب کو ہلاک کر دیا
URAA3105,QA3105,URAA,3105,اور ہم نے ان پر مینہ برسایا پھر ڈرائے ہوؤں پر بُرا مینہ برسا
URAA3106,QA3106,URAA,3106,البتہ اس میں بڑی نشانی ہے اور ان میں سے اکثر ایمان لانے والے نہیں
URAA3107,QA3107,URAA,3107,اوربیشک تیرا رب زبردست رحم کرنے والا ہے
URAA3108,QA3108,URAA,3108,بن والوں نے بھی پیعمبروں کو جھٹلایا
URAA3109,QA3109,URAA,3109,جب ان سے شعیب نے کہا کیا تم ڈرتے نہیں
URAA3110,QA3110,URAA,3110,میں تمہارے لیے امانت دار رسول ہوں
URAA3111,QA3111,URAA,3111,پس الله سے ڈرو اور میرا کہا مانو
URAA3112,QA3112,URAA,3112,اور میں تم سے اس پر کوئی مزدوری نہیں مانگتا میری مزدوری تو بس رب العالمین کے ذمہ ہے
URAA3113,QA3113,URAA,3113,پیمانہ پورا دو اور نقصان دینے والے نہ بنو
URAA3114,QA3114,URAA,3114,اور صحیح ترازو سے تولا کرو
URAA3115,QA3115,URAA,3115,اور لوگوں کو ان کی چیزیں کم کر کے نہ دو اور ملک میں فساد مچاتے نہ پھرو
URAA3116,QA3116,URAA,3116,اور اس سے ڈرو جس نے تمہیں اور پہلی خلقت کو بنایا
URAA3117,QA3117,URAA,3117,کہنے لگے کہ تم پر تو کسی نے جادو کر دیا
URAA3118,QA3118,URAA,3118,اورتو بھی ہم جیسا ایک آدمی ہے اور ہمارے خیال میں تو تو جھوٹا ہے
URAA3119,QA3119,URAA,3119,سو ہم پر آسمان کا کوئی ٹکڑا گرا دے اگر تو سچا ہے
URAA3120,QA3120,URAA,3120,کہا میرا رب خوب جانتا ہے جو کچھ تم کرتے ہو
URAA3121,QA3121,URAA,3121,پھر اسے جھٹلایا پھر انہیں سائبان والے دن کے عذاب نے پکڑ لیا بے شک وہ بڑے دن کا عذاب تھا
URAA3122,QA3122,URAA,3122,البتہ اس میں بڑی نشانی ہے اور ان میں سے اکثر ایمان لانے والے نہیں
